city,ZipCode,Price,Pollution index,HospitalDistance,TouristScore,Bank/ATM,SchoolDistance,SoldDate,BiddedDate,DistToTown,isfloodedArea,IsTsunmaiAlertedArea,Population index,Latitude,Longtitude
Bambalapittiya,400,75303124.12,76.44,0.6021,81.72,0.64,0.58,7/5/2016,11/21/2015,0.66,1,0,81.83,6.888889,79.856667
Bambalapittiya,400,75281636.08,76.39,0.6056,81.66,0.65,0.58,6/30/2016,2/3/2012,0.66,0,0,81.75,6.888889,79.856667
Bambalapittiya,400,75277568.82,76.39,0.6062,81.65,0.65,0.58,6/30/2016,9/22/2017,0.67,1,0,81.33,6.888889,79.856667
Bambalapittiya,400,75042274.21,76.38,0.614,81.51,0.66,0.58,6/30/2016,7/14/2013,0.67,0,0,81.32,6.888889,79.856667
Bambalapittiya,400,75019435.17,76.38,0.6152,81.19,0.66,0.59,6/29/2016,5/6/2015,0.67,1,0,81.1,6.888889,79.856667
Bambalapittiya,400,75013789.6,76.21,0.6197,81.11,0.66,0.59,6/28/2016,2/8/2013,0.68,1,0,80.82,6.888889,79.856667
Bambalapittiya,400,74985579.65,76.19,0.6198,81.11,0.67,0.59,6/26/2016,2/23/2012,0.68,1,0,80.81,6.888889,79.856667
Bambalapittiya,400,74929534.91,76.06,0.6207,80.73,0.67,0.6,6/25/2016,2/22/2013,0.69,0,0,80.74,6.888889,79.856667
Bambalapittiya,400,74916715.11,75.97,0.6221,80.58,0.67,0.61,6/24/2016,3/10/2015,0.69,0,0,80.7,6.888889,79.856667
Bambalapittiya,400,74804064.13,75.9,0.6234,80.58,0.67,0.61,6/24/2016,4/27/2012,0.7,0,0,80.64,6.888889,79.856667
Wellawatha,600,74737765.79,75.86,0.6258,80.57,0.67,0.61,6/21/2016,,0.7,0,0,80.63,6.888889,79.856667
Wellawatha,600,74719368.81,75.82,0.6275,80.56,0.67,0.61,6/19/2016,4/10/2017,0.7,0,0,80.49,6.874657,79.860483
Wellawatha,600,74613104.01,75.62,0.6303,80.53,0.68,0.62,6/17/2016,10/13/2017,0.71,1,0,80.46,6.874657,79.860483
Wellawatha,600,74597493.3,75.52,0.6315,80.5,0.68,0.63,6/12/2016,9/2/2017,0.71,0,0,80.41,6.874657,79.860483
Wellawatha,600,74541694.17,75.48,0.6335,80.34,0.68,0.63,6/1/2016,,0.71,0,0,80.39,6.874657,79.860483
Wellawatha,600,74432733.15,75.47,0.6335,80.24,0.68,0.63,5/31/2016,10/1/2015,0.71,0,0,80.38,6.874657,79.860483
Wellawatha,600,74290430.32,75.43,0.6345,80.11,0.68,0.63,5/28/2016,12/18/2016,0.71,0,0,80.34,6.874657,79.860483
Wellawatha,600,74235105.44,75.36,0.6372,79.88,0.69,0.63,5/28/2016,10/16/2015,0.72,1,0,80.24,6.874657,79.860483
Wellawatha,600,74201545.97,75.3,0.6415,79.88,0.69,0.63,5/25/2016,11/8/2013,0.72,1,0,79.96,6.874657,79.860483
Wellawatha,600,74192630.45,75.06,0.6438,79.7,0.69,0.64,5/21/2016,1/25/2012,0.72,1,0,79.8,6.874657,79.860483
Wellawatha,600,74173184.81,75.03,0.6438,79.66,0.69,0.64,5/18/2016,5/28/2012,0.72,0,0,79.77,6.874657,79.860483
Wellawatha,600,73862860.45,74.97,0.6452,79.51,0.7,0.65,5/18/2016,5/26/2012,0.73,1,0,79.64,6.874657,79.860483
Wellawatha,600,73621589.98,74.65,0.66,79.5,0.7,0.65,5/15/2016,4/4/2015,0.73,0,0,79.58,6.874657,79.860483
Wellawatha,600,73612351.31,74.31,0.6601,79.47,0.71,0.65,5/13/2016,12/30/2013,0.73,1,0,79.5,6.874657,79.860483
Wellawatha,600,73538745.4,74.06,0.6693,79.41,0.72,0.66,5/12/2016,6/27/2017,0.74,0,0,79.39,6.874657,79.860483
Wellawatha,600,73334295.88,74.04,0.6705,79.26,0.72,0.66,5/9/2016,6/1/2012,0.74,1,0,79.35,6.874657,79.860483
Wellawatha,600,73152258.45,73.94,0.6707,79.13,0.72,0.66,5/9/2016,1/21/2018,0.74,0,0,79.28,6.874657,79.860483
Wellawatha,600,73142813.3,73.94,0.6713,79.12,0.72,0.67,5/5/2016,3/28/2013,0.74,0,0,79.19,6.874657,79.860483
Wellawatha,600,73139093.32,73.9,0.677,79.05,0.72,0.67,5/4/2016,2/28/2013,0.75,1,0,79.1,6.873056,6.873056
Dehiwala,1350,73103849.55,73.77,0.6773,78.94,0.72,0.67,5/4/2016,1/7/2013,0.75,0,0,79.04,,
Havelock Town,500,73042026.93,73.73,0.6806,78.82,0.73,0.68,4/26/2016,,0.75,0,0,78.92,6.879444,79.865278
Havelock Town,500,73034984.31,73.73,0.6825,78.79,0.73,0.68,4/22/2016,4/20/2018,0.75,1,0,78.82,6.879444,79.865278
Havelock Town,500,73015403.58,73.67,0.6849,78.76,0.73,0.68,4/22/2016,11/17/2014,0.75,0,0,78.73,6.879444,79.865278
Havelock Town,500,72919322.09,73.24,0.6874,78.58,0.74,0.68,4/20/2016,4/28/2018,0.75,0,0,78.71,6.879444,79.865278
Havelock Town,500,72836958.09,73.21,0.6886,78.55,0.74,0.68,4/19/2016,2/14/2016,0.76,0,0,78.47,6.879444,79.865278
Havelock Town,500,72800286.88,72.99,0.6954,78.53,0.75,0.68,4/17/2016,3/17/2016,0.76,0,0,78.35,6.879444,79.865278
Havelock Town,500,72670392.73,72.89,0.6962,78.1,0.75,0.69,4/16/2016,2/20/2015,0.76,1,0,78.34,6.879444,79.865278
Havelock Town,500,72438843.65,72.84,0.6996,77.62,0.75,0.69,4/16/2016,6/10/2017,0.77,0,0,78.28,6.879444,79.865278
Havelock Town,500,72258445.92,72.62,0.7011,77.21,0.75,0.69,4/14/2016,6/24/2016,0.77,0,0,78.18,6.879444,79.865278
Havelock Town,500,72256035.91,72.52,0.7023,77.15,0.75,0.69,4/14/2016,11/15/2012,0.77,0,0,77.95,6.879444,79.865278
Havelock Town,500,72120058.71,72.43,0.7039,77.09,0.75,0.69,4/11/2016,6/7/2012,0.78,1,0,77.66,6.879444,79.865278
Havelock Town,500,72090861.32,72.41,0.704,76.94,0.76,0.69,4/11/2016,10/11/2017,0.78,1,0,77.61,6.879444,79.865278
Havelock Town,500,71998235.25,72.3,0.7046,76.79,0.76,0.7,4/9/2016,4/22/2017,0.79,1,0,77.4,6.879444,79.865278
Havelock Town,500,71968904.76,72.18,0.7073,76.68,0.76,0.7,4/2/2016,9/16/2017,0.79,1,0,77.13,6.879444,79.865278
Havelock Town,500,71830806.59,72.1,0.7081,76.6,0.76,0.71,3/30/2016,10/10/2017,0.79,0,0,77.07,6.879444,79.865278
Havelock Town,500,71640450.92,72.05,0.71,76.49,0.77,0.71,3/30/2016,10/26/2014,0.8,0,0,77.06,6.879444,79.865278
Havelock Town,500,71535495.46,71.85,0.7104,76.24,0.77,0.72,3/26/2016,4/21/2014,0.8,0,0,77.06,6.879444,79.865278
Havelock Town,500,71470399.06,71.83,0.7196,75.96,0.77,0.72,3/22/2016,1/31/2017,0.8,0,0,77,6.879444,79.865278
Dehiwala,1350,71065607.57,71.71,0.7217,75.92,0.77,0.72,3/20/2016,10/25/2015,0.8,1,0,76.92,6.873056,6.873056
Dehiwala,1350,71008779.7,71.63,0.722,75.78,0.78,0.74,3/19/2016,10/10/2014,0.81,0,0,76.87,6.873056,6.873056
Dehiwala,10350,70861922.94,71.5,0.7242,75.67,0.78,0.74,3/17/2016,12/14/2015,0.81,1,0,76.84,6.873056,6.873056
Dehiwala,10350,70711408.76,71.45,0.728,75.63,0.79,0.74,3/15/2016,8/20/2015,0.82,1,0,76.5,6.873056,6.873056
Dehiwala,10350,70668695.64,71.45,0.7325,75.48,0.79,0.74,3/14/2016,6/30/2013,0.82,1,0,76.49,6.873056,6.873056
Dehiwala,10350,70639521.22,70.81,0.7346,75.45,0.79,0.74,3/12/2016,10/7/2013,0.82,1,0,76.42,6.873056,6.873056
Dehiwala,10350,70348946.42,70.61,0.7358,75.4,0.81,0.76,3/11/2016,12/15/2017,0.83,0,0,76.41,6.873056,6.873056
Dehiwala,10350,70343008.26,70.56,0.7375,75.35,0.81,0.76,3/7/2016,10/28/2017,0.83,0,0,76.4,6.873056,6.873056
Dehiwala,10350,70136185.46,70.44,0.7418,75.18,0.82,0.77,3/5/2016,5/9/2013,0.83,1,0,76.36,6.873056,6.873056
Dehiwala,10350,70058157.33,70.26,0.7436,75.13,0.82,0.77,3/3/2016,2/14/2012,0.84,0,0,76.26,6.873056,6.873056
Dehiwala,10350,69981377.16,70.25,0.748,75.03,0.82,0.77,3/2/2016,5/23/2012,0.85,0,0,76.11,6.873056,6.873056
Dehiwala,10350,69970776.07,70.21,0.7526,74.96,0.82,0.77,3/1/2016,4/27/2012,0.85,0,0,76.08,6.873056,6.873056
Dehiwala,10350,69838071.71,70.09,0.7548,74.94,0.82,0.78,2/25/2016,11/22/2014,0.85,1,0,76.06,6.873056,6.873056
Dehiwala,10350,69547571.6,69.92,0.7565,74.74,0.83,0.79,2/23/2016,,0.86,1,0,76.02,6.873056,6.873056
Dehiwala,10350,69539469.79,69.87,0.7607,74.67,0.83,0.79,2/22/2016,8/24/2012,0.87,1,0,75.98,6.873056,6.873056
Dehiwala,10350,69359189.81,69.71,0.7609,74.54,0.83,0.79,2/19/2016,7/15/2017,0.87,0,0,75.9,6.873056,6.873056
Dehiwala,10350,69223943.01,69.62,0.7616,74.39,0.83,0.79,2/16/2016,2/26/2018,0.88,0,0,75.87,6.873056,6.873056
Dehiwala,10350,69166314.45,69.49,0.7626,74.38,0.83,0.79,2/15/2016,3/18/2012,0.88,0,0,75.87,6.873056,6.873056
Mountin Lavania,10370,69153631.06,69.36,0.7669,74.32,0.84,0.79,2/15/2016,10/12/2015,0.88,1,0,75.77,6.873056,79.875833
Mountin Lavania,10370,69136973.73,69.3,0.7693,74,0.85,0.79,2/14/2016,1/26/2017,0.88,0,0,75.69,6.873056,79.875833
Mountin Lavania,10370,69101854.92,69.26,0.7717,73.86,0.85,0.8,2/13/2016,3/21/2016,0.88,1,0,75.64,6.873056,79.875833
Mountin Lavania,10370,68947638,69.23,0.7768,73.72,0.85,0.8,2/12/2016,,0.88,0,0,75.43,6.873056,79.875833
Mountin Lavania,10370,68933702.03,69.19,0.7826,73.53,0.85,0.8,2/11/2016,,0.89,1,0,75.39,6.873056,79.875833
Mountin Lavania,10370,68640562.62,69.16,0.7837,73.38,0.85,0.81,2/11/2016,7/2/2013,0.89,1,0,75.29,6.873056,79.875833
Mountin Lavania,10370,68544854.29,69.12,0.7905,73.37,0.86,0.81,2/10/2016,12/19/2013,0.89,1,0,75.25,6.873056,79.875833
Mountin Lavania,10370,68538689.58,69.11,0.7932,73.28,0.86,0.81,2/9/2016,1/17/2018,0.89,1,0,75.07,6.873056,79.875833
Mountin Lavania,10370,68386031.74,69.1,0.7945,73.09,0.87,0.81,2/8/2016,12/27/2013,0.9,0,0,75.03,6.873056,79.875833
Mountin Lavania,10370,68298154.67,69.02,0.7993,73.07,0.87,0.81,2/5/2016,4/1/2015,0.9,0,0,74.68,6.873056,79.875833
Mountin Lavania,10370,68219117.56,68.91,0.8061,73.04,0.87,0.82,1/29/2016,2/23/2014,0.91,1,0,74.62,6.873056,79.875833
Moratuwa,10400,68214657.08,68.81,0.8095,72.95,0.87,0.82,1/29/2016,1/10/2014,0.91,0,0,74.62,6.799072,79.876678
Moratuwa,10400,68204739.77,68.56,0.812,72.82,0.87,0.82,1/29/2016,9/24/2014,0.92,1,0,74.61,6.799072,79.876678
Moratuwa,10400,68177208.78,68.49,0.8201,72.64,0.89,0.83,1/28/2016,1/17/2015,0.93,0,0,74.58,6.799072,79.876678
Moratuwa,10400,68117369.36,68.45,0.8201,72.46,0.89,0.83,1/28/2016,4/2/2014,0.93,1,0,74.55,6.799072,79.876678
Moratuwa,10400,68088048.17,68.25,0.8285,72.41,0.89,0.84,1/26/2016,4/27/2015,0.93,0,0,74.53,6.799072,79.876678
Moratuwa,10400,68084451.72,68.14,0.832,72.41,0.89,0.84,1/23/2016,11/7/2013,0.93,1,0,74.5,6.799072,79.876678
Moratuwa,10400,68026227.46,68.12,0.8342,72.28,0.89,0.84,1/20/2016,1/5/2014,0.93,0,0,74.03,6.799072,79.876678
Moratuwa,10400,68006600.73,68.05,0.837,72.27,0.89,0.85,1/17/2016,9/19/2014,0.94,1,0,73.93,6.799072,79.876678
Moratuwa,10400,67927172.45,67.84,0.8379,72.01,0.89,0.85,1/15/2016,8/2/2015,0.94,0,0,73.9,6.799072,79.876678
Moratuwa,10400,67739342.77,67.82,0.8393,71.75,0.9,0.85,1/15/2016,2/25/2013,0.94,0,0,73.77,6.799072,79.876678
Moratuwa,10400,67708910.25,67.79,0.8489,71.7,0.9,0.85,1/15/2016,4/25/2018,0.94,0,0,73.56,6.799072,79.876678
Moratuwa,10400,67601166.2,67.66,0.8507,71.58,0.9,0.85,1/12/2016,2/7/2013,0.95,0,0,73.49,6.799072,79.876678
Moratuwa,10400,67516722.01,67.54,0.8517,71.33,0.91,0.85,1/12/2016,12/26/2017,0.95,0,0,73.44,6.799072,79.876678
Moratuwa,10400,67334210.21,67.5,0.8565,71.23,0.91,0.85,1/11/2016,6/11/2017,0.96,0,0,73.06,6.799072,79.876678
Moratuwa,10400,67312018.01,67.46,0.862,71.23,0.91,0.87,1/11/2016,5/18/2014,0.96,0,0,72.81,6.799072,79.876678
Moratuwa,10400,67305988.92,67.46,0.8641,71.15,0.91,0.87,1/9/2016,6/27/2015,0.96,0,0,72.77,6.799072,79.876678
Moratuwa,10400,67282952.77,67.26,0.866,71.09,0.91,0.87,1/4/2016,,0.96,1,0,72.76,6.799072,79.876678
Moratuwa,10400,67121117.75,67.22,0.8669,70.96,0.92,0.88,1/3/2016,,0.97,1,0,72.46,6.799072,79.876678
Moratuwa,10400,67107143.12,67.19,0.8682,70.94,0.92,0.88,1/2/2016,2/21/2018,0.97,1,0,72.26,6.799072,79.876678
colombo-07,700,66995939.03,67.19,0.8683,70.74,0.92,0.88,12/30/2015,6/19/2015,0.99,0,0,72.17,6.906667,79.863333
colombo-07,700,66973745.63,67.11,0.87,70.68,0.92,0.88,12/27/2015,11/1/2012,0.99,0,0,72.1,6.906667,79.863333
colombo-07,700,66973173.86,67.03,0.8732,70.55,0.93,0.89,12/22/2015,10/18/2014,0.99,0,0,72.06,6.906667,79.863333
colombo-07,700,66951163.15,67.01,0.8775,70.47,0.93,0.89,12/14/2015,10/8/2014,0.99,1,0,72.06,6.906667,79.863333
colombo-07,700,66892797.16,66.93,0.881,70.36,0.93,0.9,12/12/2015,4/20/2017,0.99,0,0,71.86,6.906667,79.863333
colombo-07,700,66861345.66,66.93,0.8832,70.35,0.93,0.91,12/11/2015,2/9/2018,1,0,0,71.78,6.906667,79.863333
colombo-07,700,66852418.89,66.86,0.8924,70.3,0.93,0.91,12/10/2015,3/7/2018,1.01,0,0,71.59,6.906667,79.863333
colombo-07,700,66750565.99,66.62,0.8926,70.26,0.93,0.91,12/10/2015,,1.01,0,0,71.58,6.906667,79.863333
colombo-07,700,66661989.1,66.36,0.9088,70.09,0.94,0.91,12/9/2015,11/22/2017,1.02,0,0,71.32,6.906667,79.863333
colombo-07,700,66483696.79,66.34,0.9104,70.08,0.94,0.92,12/8/2015,4/11/2016,1.02,0,0,71.23,6.906667,79.863333
colombo-07,700,66479963.2,66.29,0.9183,70.08,0.94,0.92,12/7/2015,1/19/2015,1.02,1,0,71.02,6.906667,79.863333
colombo-07,700,66367099.13,66.23,0.9194,70.05,0.94,0.92,12/6/2015,6/29/2017,1.03,0,0,70.88,6.906667,79.863333
colombo-07,700,66305678.53,66.2,0.9228,69.98,0.94,0.92,11/30/2015,12/25/2016,1.03,1,0,70.87,6.906667,79.863333
colombo-07,700,66249637.21,66.01,0.9235,69.93,0.94,0.93,11/29/2015,9/30/2013,1.03,1,0,70.79,6.906667,79.863333
colombo-07,700,66207688.87,65.73,0.9241,69.88,0.95,0.94,11/23/2015,1/1/2016,1.03,1,0,70.75,6.906667,79.863333
colombo-07,700,66170608.73,65.47,0.9244,69.81,0.95,0.94,11/23/2015,,1.03,0,0,70.73,6.906667,79.863333
colombo-07,700,65757868.89,65.06,0.9261,69.76,0.95,0.94,11/20/2015,2/3/2012,1.04,1,0,70.53,6.906667,79.863333
colombo-07,700,65696779.86,65.03,0.9267,69.75,0.95,0.94,11/20/2015,4/5/2012,1.04,1,0,70.45,6.906667,79.863333
colombo-07,700,65568146.65,64.93,0.9273,69.62,0.95,0.96,11/19/2015,6/28/2013,1.04,0,0,70.37,6.906667,79.863333
colombo-07,700,65547889.54,64.78,0.9312,69.58,0.96,0.96,11/16/2015,4/23/2015,1.05,0,0,70.36,6.906667,79.863333
Kollupitiya,300,65485786.53,64.76,0.9326,69.51,0.96,0.96,11/15/2015,12/14/2017,1.06,1,0,70.28,6.900556,79.853333
Kollupitiya,300,65448295.85,64.64,0.9333,69.48,0.96,0.96,11/13/2015,4/21/2018,1.06,1,0,70.13,6.900556,79.853333
Kollupitiya,300,65421717.83,64.6,0.9365,69.3,0.96,0.96,11/13/2015,1/30/2014,1.06,1,0,70.09,6.900556,79.853333
Kollupitiya,300,65211603.18,64.53,0.9392,69.19,0.97,0.97,11/12/2015,3/6/2014,1.06,1,0,69.99,6.900556,79.853333
Kollupitiya,300,65049752.08,64.48,0.9445,69.18,0.97,0.97,11/7/2015,10/24/2013,1.06,1,0,69.95,6.900556,79.853333
Kollupitiya,300,64908363.79,64.27,0.9448,69.16,0.97,0.98,11/7/2015,9/30/2013,1.07,1,0,69.85,6.900556,79.853333
Kollupitiya,300,64835091.35,64.25,0.9457,69.15,0.97,0.98,11/6/2015,11/27/2013,1.07,1,0,69.74,6.900556,79.853333
Kollupitiya,300,64819644.22,64.11,0.9467,69.08,0.97,0.98,11/5/2015,5/5/2015,1.07,1,0,69.73,6.900556,79.853333
Kollupitiya,300,64727314.95,63.79,0.9485,69.08,0.97,0.98,11/4/2015,,1.07,0,0,69.5,6.900556,79.853333
Kollupitiya,300,64712243.7,63.57,0.9489,69.06,0.97,0.99,11/3/2015,12/3/2016,1.07,1,0,69.18,6.900556,79.853333
Kollupitiya,300,64699611.85,63.56,0.949,69.02,0.97,1,11/2/2015,5/28/2016,1.08,0,0,68.87,6.900556,79.853333
Kollupitiya,300,64684692.05,63.35,0.9518,68.98,0.98,1,11/1/2015,7/7/2014,1.08,0,0,68.84,6.900556,79.853333
Kollupitiya,300,64582371.02,63.25,0.9544,68.8,0.98,1,10/28/2015,9/15/2016,1.08,0,0,68.78,6.900556,79.853333
Kollupitiya,300,64484397.7,63.24,0.9565,68.67,0.99,1,10/27/2015,,1.08,0,0,68.73,6.900556,79.853333
Kollupitiya,300,64315097.94,63.08,0.9654,68.67,0.99,1.01,10/25/2015,6/26/2013,1.08,1,0,68.6,6.900556,79.853333
Kollupitiya,300,64188461.71,62.99,0.9656,68.5,1,1.01,10/25/2015,5/22/2014,1.09,0,0,68.47,6.900556,79.853333
Kollupitiya,300,64032433.66,62.76,0.969,68.49,1,1.02,10/24/2015,,1.09,0,0,68.35,6.900556,79.853333
Kollupitiya,300,64001376.66,62.66,0.9702,68.46,1.01,1.02,10/23/2015,8/4/2017,1.1,1,0,68.28,6.900556,79.853333
Kollupitiya,300,63953144.12,62.55,0.9711,68.18,1.01,1.03,10/17/2015,8/18/2014,1.1,0,0,68.28,6.888889,79.856667
Kollupitiya,300,63923230.12,62.5,0.9738,68.11,1.01,1.03,10/12/2015,9/22/2015,1.1,1,0,68,6.888889,79.856667
Bambalapittiya,400,63837539.93,62.45,0.9804,68.06,1.01,1.05,10/11/2015,9/1/2017,1.1,0,0,67.88,6.888889,79.856667
Bambalapittiya,400,63819389.94,62.37,0.9829,68.06,1.02,1.05,10/11/2015,,1.1,1,0,67.86,6.888889,79.856667
Bambalapittiya,400,63788510.68,62.31,0.9849,67.9,1.02,1.05,10/7/2015,9/9/2014,1.11,0,0,67.84,6.888889,79.856667
Bambalapittiya,400,63758132.22,62.18,0.9849,67.44,1.02,1.06,10/2/2015,4/8/2015,1.11,0,0,67.77,6.888889,79.856667
Bambalapittiya,400,63749674.34,62.16,0.9904,67.33,1.02,1.06,10/1/2015,1/27/2013,1.11,0,0,67.75,6.888889,79.856667
Bambalapittiya,400,63641349.16,62.08,0.9919,67.26,1.02,1.07,9/29/2015,10/19/2017,1.12,0,0,67.66,6.888889,79.856667
Bambalapittiya,400,63525066.05,62.07,0.9925,67.04,1.03,1.07,9/28/2015,,1.12,0,0,67.64,6.888889,79.856667
Bambalapittiya,400,63358347.19,62.06,0.9984,66.71,1.04,1.07,9/28/2015,12/17/2015,1.12,0,0,67.63,6.888889,79.856667
Bambalapittiya,400,63351342.24,62.02,1.0073,66.66,1.04,1.07,9/28/2015,4/11/2018,1.12,1,0,67.48,6.888889,79.856667
Bambalapittiya,400,63310569.18,62,1.0083,66.57,1.04,1.07,9/26/2015,5/9/2012,1.12,0,0,67.44,6.888889,79.856667
Bambalapittiya,400,63273252.12,61.95,1.0134,66.56,1.04,1.07,9/26/2015,9/24/2015,1.12,1,0,67.41,6.888889,79.856667
Bambalapittiya,400,63258995.31,61.86,1.015,66.52,1.04,1.07,9/25/2015,9/26/2015,1.13,1,0,67.29,6.888889,79.856667
Bambalapittiya,400,63097066.28,61.7,1.0172,66.45,1.04,1.07,9/24/2015,2/16/2018,1.13,1,0,67.04,6.888889,79.856667
Bambalapittiya,400,63024101.35,61.7,1.0178,66.44,1.04,1.07,9/18/2015,12/3/2014,1.14,1,0,67.01,6.888889,79.856667
Bambalapittiya,400,63020010.5,61.67,1.0212,66.18,1.05,1.07,9/17/2015,4/4/2016,1.14,1,0,66.9,6.888889,79.856667
Bambalapittiya,400,62998592.88,61.65,1.0219,66.17,1.05,1.08,9/14/2015,10/14/2012,1.15,1,0,66.77,6.888889,79.856667
Bambalapittiya,400,62961198.03,61.62,1.0239,66.11,1.05,1.08,9/12/2015,2/12/2016,1.15,1,0,66.68,6.888889,79.856667
Bambalapittiya,400,62886649,61.59,1.0256,65.95,1.05,1.09,9/9/2015,12/16/2012,1.15,0,0,66.66,6.888889,79.856667
Bambalapittiya,400,62843942.48,61.57,1.0274,65.88,1.05,1.09,9/8/2015,10/4/2014,1.15,0,0,66.6,6.888889,79.856667
Bambalapittiya,400,62840351.11,61.55,1.0287,65.82,1.06,1.09,9/8/2015,10/30/2014,1.16,0,0,66.56,6.888889,79.856667
Bambalapittiya,400,62830545.32,61.38,1.0326,65.51,1.07,1.09,9/7/2015,7/12/2014,1.16,0,0,66.44,6.888889,79.856667
Bambalapittiya,400,62683805.96,61.28,1.035,64.96,1.07,1.1,9/6/2015,,1.16,0,0,66.26,6.888889,79.856667
Bambalapittiya,400,62638427.19,61.15,1.035,64.9,1.08,1.11,9/4/2015,10/22/2013,1.16,0,0,66.24,6.888889,79.856667
Bambalapittiya,400,62607670.06,60.9,1.0358,64.84,1.08,1.11,9/3/2015,3/27/2016,1.16,0,0,66.22,6.888889,79.856667
Bambalapittiya,400,62535065.18,60.78,1.0383,64.79,1.08,1.11,9/2/2015,4/4/2013,1.17,0,0,66.08,6.888889,79.856667
Bambalapittiya,400,62480956.16,60.76,1.0415,64.77,1.08,1.11,9/2/2015,1/26/2018,1.17,0,0,65.97,6.888889,79.856667
Bambalapittiya,400,62385328.21,60.76,1.045,64.64,1.08,1.12,8/31/2015,2/15/2012,1.17,1,0,65.83,6.888889,79.856667
Bambalapittiya,400,62369617.93,60.72,1.0472,64.64,1.09,1.12,8/31/2015,,1.17,1,0,65.79,6.888889,79.856667
Bambalapittiya,400,62291511.95,60.65,1.0477,64.56,1.09,1.12,8/31/2015,6/18/2012,1.17,1,0,65.57,6.888889,79.856667
Bambalapittiya,400,62209766.08,60.62,1.0483,64.51,1.1,1.13,8/30/2015,3/25/2018,1.18,1,0,65.43,6.888889,79.856667
Bambalapittiya,400,62161591.81,60.51,1.0483,64.49,1.1,1.14,8/26/2015,3/5/2013,1.18,0,0,65.41,6.888889,79.856667
Bambalapittiya,400,62149052.18,60.37,1.0492,64.42,1.11,1.14,8/26/2015,10/29/2014,1.18,1,0,65.28,6.888889,79.856667
Bambalapittiya,400,62085686.45,60.28,1.0498,64.41,1.11,1.15,8/22/2015,1/29/2015,1.19,1,0,65.27,6.888889,79.856667
Bambalapittiya,400,62082724.61,60.26,1.0568,64.29,1.12,1.15,8/22/2015,4/16/2013,1.2,1,0,65.27,6.888889,79.856667
Bambalapittiya,400,61805288.64,60.08,1.0568,64.25,1.12,1.16,8/18/2015,4/2/2017,1.2,1,0,65.1,6.888889,79.856667
Bambalapittiya,400,61656559.11,60.06,1.0643,64.1,1.13,1.16,8/16/2015,6/29/2017,1.21,1,0,64.72,6.888889,79.856667
Bambalapittiya,400,61646795.39,60.03,1.0672,64.04,1.14,1.16,8/13/2015,1/19/2012,1.21,1,0,64.62,6.888889,79.856667
Bambalapittiya,400,61444380.03,59.98,1.0722,63.96,1.14,1.16,8/12/2015,8/4/2015,1.21,1,0,64.49,6.888889,79.856667
Bambalapittiya,400,61404181.84,59.98,1.0751,63.94,1.14,1.16,8/9/2015,4/3/2012,1.21,0,0,64.42,6.888889,79.856667
Havelock Town,500,61253977.83,59.94,1.0772,63.89,1.14,1.17,8/8/2015,10/18/2015,1.22,1,0,64.4,6.879444,79.865278
Havelock Town,500,61155227.22,59.88,1.0863,63.69,1.14,1.17,8/7/2015,1/22/2012,1.22,0,0,64.38,6.879444,79.865278
Havelock Town,500,61026411.63,59.76,1.0883,63.61,1.15,1.17,8/6/2015,,1.23,1,0,64.22,6.879444,79.865278
Havelock Town,500,60909341.09,59.74,1.0885,63.5,1.15,1.18,8/4/2015,10/9/2015,1.23,0,0,64.1,6.879444,79.865278
Havelock Town,500,60873732.71,59.53,1.0921,63.45,1.15,1.18,8/3/2015,4/13/2013,1.23,1,0,63.99,6.879444,79.865278
Havelock Town,500,60852809.59,59.46,1.0926,63.44,1.16,1.18,7/31/2015,9/5/2017,1.23,1,0,63.88,6.879444,79.865278
Havelock Town,500,60695518.22,59.21,1.0987,63.37,1.17,1.18,7/28/2015,6/5/2015,1.23,0,0,63.83,6.879444,79.865278
Havelock Town,500,60457826.61,59.07,1.0999,63.29,1.17,1.19,7/27/2015,2/1/2013,1.24,1,0,63.82,6.879444,79.865278
Havelock Town,500,60456869.22,59.04,1.1072,63.29,1.17,1.19,7/22/2015,12/27/2014,1.24,0,0,63.77,6.879444,79.865278
Havelock Town,500,60443893.57,58.96,1.1122,63.2,1.17,1.19,7/22/2015,1/10/2016,1.25,0,0,63.74,6.879444,79.865278
Havelock Town,500,60443841.78,58.89,1.1126,63.18,1.18,1.2,7/21/2015,9/13/2013,1.25,1,0,63.69,6.879444,79.865278
Havelock Town,500,60252471.31,58.78,1.1135,63.14,1.18,1.2,7/21/2015,10/30/2017,1.26,0,0,63.64,6.879444,79.865278
Havelock Town,500,60152371.07,58.61,1.1166,62.92,1.18,1.2,7/19/2015,6/19/2016,1.26,0,0,63.47,6.879444,79.865278
Havelock Town,500,60089037.63,58.52,1.1193,62.85,1.19,1.2,7/12/2015,5/2/2017,1.26,1,0,63.43,6.879444,79.865278
Havelock Town,500,59896378.01,58.48,1.1195,62.8,1.19,1.21,7/11/2015,9/22/2016,1.26,0,0,63.22,6.879444,79.865278
Havelock Town,500,59656754.34,58.39,1.1209,62.77,1.2,1.21,7/10/2015,9/4/2016,1.27,0,0,63.21,6.879444,79.865278
Havelock Town,500,59408542.79,58.33,1.121,62.69,1.2,1.22,7/7/2015,7/10/2016,1.27,0,0,63.21,6.879444,79.865278
